[[0.44633549390202587, 1.0, 1.0], [0.23073980592119048, 1.0, 0.0], [4.227188981049813, 1.0, -1.0], [0.2155956879808354, 0.0, 1.0], [5.924342006417164, 0.0, -1.0], [5.055272119348086, -1.0, 1.0], [6.0, -1.0, 0.0], [9.122690025049607, -1.0, -1.0]]
[[1.3616705398536593, 1.0, 1.0], [3.077610020201143, 1.0, 0.0], [7.215541629557686, 1.0, -1.0], [6.0, 0.0, 1.0], [6.0, 0.0, -1.0], [12.0, -1.0, 1.0], [6.0, -1.0, 0.0], [11.225487379524372, -1.0, -1.0]]
[[2.9517582456969964, 1.0, 1.0], [4.066579509932448, 1.0, 0.0], [7.069180353717455, 1.0, -1.0], [6.0, 0.0, 1.0], [3.745565593578214, 0.0, -1.0], [10.62156424157229, -1.0, 1.0], [4.6215642415722895, -1.0, 0.0], [1.8705377489739141, -1.0, -1.0]]
[[5.380178581198852, 1.0, 1.0], [0.7577613171839197, 1.0, 0.0], [4.091878953720979, 1.0, -1.0], [6.0, 0.0, 1.0], [6.0, 0.0, -1.0], [11.662214518234245, -1.0, 1.0], [6.0, -1.0, 0.0], [12.0, -1.0, -1.0]]
[[0.15866123144449507, 1.0, 1.0], [1.343052154944038, 1.0, 0.0], [2.527443078443581, 1.0, -1.0], [5.922974642053673, 0.0, 1.0], [1.614019736321875, 0.0, -1.0], [11.922974642053674, -1.0, 1.0], [6.0, -1.0, 0.0], [7.614019736321875, -1.0, -1.0]]
[[8.248128204111524, 1.0, 1.0], [6.0, 1.0, 0.0], [6.648730068936461, 1.0, -1.0], [2.248128204111524, 0.0, 1.0], [2.3206915022624672, 0.0, -1.0], [4.9773525626122606, -1.0, 1.0], [3.3592081487019803, -1.0, 0.0], [4.36358002386145, -1.0, -1.0]]
[[12.0, 1.0, 1.0], [6.0, 1.0, 0.0], [3.330245705212853, 1.0, -1.0], [6.0, 0.0, 1.0], [6.0, 0.0, -1.0], [11.109650646444354, -1.0, 1.0], [6.0, -1.0, 0.0], [12.0, -1.0, -1.0]]
[[10.93391960652986, 1.0, 1.0], [5.199237865630033, 1.0, 0.0], [0.7604555529355048, 1.0, -1.0], [6.0, 0.0, 1.0], [0.8992499770657902, 0.0, -1.0], [4.059374509861658, -1.0, 1.0], [2.607596711795044, -1.0, 0.0], [1.1805531771043838, -1.0, -1.0]]
[[6.30310259834218, 1.0, 1.0], [4.83409546908143, 1.0, 0.0], [8.883867534554126, 1.0, -1.0], [6.0, 0.0, 1.0], [6.0, 0.0, -1.0], [5.876581927395157, -1.0, 1.0], [4.156572182693755, -1.0, 0.0], [10.156572182693754, -1.0, -1.0]]
[[2.025751250505157, 1.0, 1.0], [6.0, 1.0, 0.0], [12.0, 1.0, -1.0], [2.177645221226407, 0.0, 1.0], [6.0, 0.0, -1.0], [3.575157861550412, -1.0, 1.0], [2.9860925019723785, -1.0, 0.0], [2.3970271423943452, -1.0, -1.0]]
[[2.9242005712334906, 1.0, 1.0], [3.2289285179113683, 1.0, 0.0], [4.110332136218039, 1.0, -1.0], [2.9688138639638737, 0.0, 1.0], [3.8182866006866414, 0.0, -1.0], [3.427706436201544, -1.0, 1.0], [6.0, -1.0, 0.0], [9.81828660068664, -1.0, -1.0]]
[[2.490869724897973, 1.0, 1.0], [4.187392555925129, 1.0, 0.0], [7.745743468637892, 1.0, -1.0], [5.198352593735839, 0.0, 1.0], [6.0, 0.0, -1.0], [8.021543216477454, -1.0, 1.0], [6.0, -1.0, 0.0], [12.0, -1.0, -1.0]]
[[11.828688124359406, 1.0, 1.0], [5.828688124359406, 1.0, 0.0], [3.574957381862811, 1.0, -1.0], [6.0, 0.0, 1.0], [2.0066992471145246, 0.0, -1.0], [12.0, -1.0, 1.0], [6.0, -1.0, 0.0], [2.81313928543642, -1.0, -1.0]]
